stationcode,sampledate,evaluator,channeltype,bottom,bottomcomments,rightsideofstructure,rightsidecomments,leftsideofstructure,leftsidecomments,masterid,smc_lu,latitude,longitude,huc,class_do,class_do_f
801M12708,2021-04-26T07:00:00Z,S. Johnson,Natural,NA,,NA,,NA,,801M12708,Open,33.93558,-117.79273,801,Natural,0
801M12712,2021-05-06T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,801M12712,SMC_out,33.87178,-117.80569,801,Hard bottom,4
801M12713,2022-05-10T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Hard,,Hard,,801M12713,Urban,33.70029,-117.80986,801,Soft bottom-2 hard sides,3
801M12940,2021-05-17T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Hard,,Hard,,801M12940,SMC_out,33.76151,-118.0434,801,Soft bottom-2 hard sides,3
801M13117,2022-05-18T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Soft,,Soft,,801M13117,SMC_out,33.68226,-117.8543,801,Soft bottom-0 hard sides,1
801M15389,2017-05-31T07:00:00Z,"Rieman, Schliebe",Engineered,Hard,NA,Hard,NA,Hard,NA,801M15389,SMC_out,33.98531,-117.66605,801,Hard bottom,4
801M15406,2017-05-31T07:00:00Z,"Rieman, Schliebe",Engineered,Hard,NA,Hard,NA,Hard,NA,801M15406,Urban,34.09198,-117.60878,801,Hard bottom,4
801M15441,2017-06-28T07:00:00Z,"Schliebe, Linzmeier",Natural,NA,NA,NA,NA,NA,NA,801M15441,SMC_out,34.23064,-117.47906,801,Natural,0
801M15524,2019-06-17T07:00:00Z,W. Willis,Engineered,Hard,,Hard,,Hard,,801M15524,Urban,34.04813,-117.23001,801,Hard bottom,4
801M15530,2019-06-17T07:00:00Z,W. Willis,Natural,Soft,,NA,,NA,,801M15530,Open,34.07865,-117.06717,801,Natural,0
801M15547,2019-06-12T07:00:00Z,B. Mendoza,Natural,Soft,,NA,,NA,,801M15547,Urban,34.23493,-116.95849,801,Natural,0
801M15559,2022-04-26T07:00:00Z,A. Furler,Natural,Soft,,NA,,NA,,801M15559,Open,34.07773,-116.87666,801,Natural,0
801M15581,2022-04-27T07:00:00Z,A. Furler,Engineered,Hard,some loose rock,Hard,"vegetation in channel and bank edges, but banks mostly bare",Hard,,801M15581,Urban,33.98633,-117.71361,801,Hard bottom,4
801M15633,2022-04-28T07:00:00Z,A. Furler,Natural,Soft,,NA,,NA,,801M15633,SMC_out,34.23386,-117.49295,801,Natural,0
801M16861,2022-06-07T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,801M16861,Urban,33.89732,-117.36136,801,Natural,0
801M16873,2015-04-15T07:00:00Z,Damone Owen. Melissa Mathis,Engineered,Hard,NA,Hard,NA,Hard,NA,801M16873,Urban,33.90145,-117.4664,801,Hard bottom,4
801M16908,2016-05-24T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,801M16908,Agricultural,33.91828,-117.63602,801,Natural,0
801M16916,2016-05-25T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,801M16916,Agricultural,33.96417,-117.49156,801,Natural,0
801M16957,2019-05-10T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,801M16957,Urban,33.85539,-117.3551,801,Natural,0
801M16973,2018-06-06T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,801M16973,Urban,33.93481,-117.34516,801,Natural,0
801M17028,2021-06-02T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,801M17028,SMC_out,33.96503,-117.47372,801,Natural,0
801M17036,2021-06-07T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,801M17036,Urban,33.92391,-117.5975,801,Natural,0
801MFC100,2019-06-11T07:00:00Z,B. Mendoza,Natural,Soft,,NA,,NA,,801MFC100,Urban,34.22644,-116.93895,801,Natural,0
SMCR8_219,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MHC219,Open,34.11105,-116.99195,801,Natural,0
SMCR8_007,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC007,Open,34.0952,-116.96447,801,Natural,0
SMCR8_032,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC032,Open,34.07629,-117.06626,801,Natural,0
SMCR8_034,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC034,Open,34.08909,-116.92669,801,Natural,0
SMCR8_035,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC035,Open,34.08193,-116.89027,801,Natural,0
SMCR8_042,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC042,Agricultural,33.94623,-117.61423,801,Natural,0
SMCR8_074,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC074,Open,34.08167,-116.8887,801,Natural,0
SMCR8_272,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC272,Open,34.08788,-116.91434,801,Natural,0
SMCR8_370,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MIC370,Open,34.10015,-117.02392999999999,801,Natural,0
SMCR8_057,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MLC057,Open,34.25033,-117.54376,801,Natural,0
SMCR8_069,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801MLC069,Open,34.2481,-117.51276,801,Natural,0
SMCR8_105,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801NLC105,Open,34.25265,-117.4925,801,Natural,0
SMCR8_048,1950-01-01T08:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,801PCW048,Urban,33.71756,-117.78945,801,Hard bottom,4
SMCR8_171,1950-01-01T08:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,801PCW171,Urban,33.72398,-117.78003,801,Hard bottom,4
SMCR8_019,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801PFB019,Urban,33.92417,-117.59778,801,Soft bottom-0 hard sides,1
SMCR8_469,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801PLC469,Urban,34.1116,-117.14689,801,Soft bottom-0 hard sides,1
801RB8312,2017-06-27T07:00:00Z,"Rieman, Schliebe",Natural,NA,NA,NA,NA,NA,NA,801RB8312,Urban,33.95718,-117.53012,801,Natural,0
SMCR8_327,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801RB8327,Open,34.23294,-117.42894,801,Natural,0
801RB8356,2017-06-21T07:00:00Z,"Rieman, Schliebe",Natural,NA,NA,NA,NA,NA,NA,801RB8356,Urban,33.9313,-117.58815,801,Natural,0
SMCR8_361,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801RB8361,Urban,33.96825,-117.44789,801,Soft bottom-0 hard sides,1
801RB8494,2017-06-19T07:00:00Z,"Rieman, Schliebe",Natural,NA,NA,NA,NA,NA,NA,801RB8494,Agricultural,33.96292,-117.47379,801,Natural,0
801RB8549,1950-01-01T08:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,801RB8549,Urban,33.65914,-117.88128,801,Hard bottom,4
SMCR8_601,1950-01-01T08:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,801RB8601,Urban,34.02789,-117.58527,801,Hard bottom,4
SMC02947,2011-07-12T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,801S02947,Urban,33.69919,-117.81143,801,Soft bottom-2 hard sides,3
SMC03971,2011-07-11T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,801S03971,Urban,33.67551,-117.82775,801,Soft bottom-2 hard sides,3
801S19486,2022-05-09T07:00:00Z,A. Furler,Engineered,Soft,,Hard,"vegetation in channel and bank edges, but banks mostly bare",Hard,,801S19486,Urban,33.67625,-117.82699,801,Soft bottom-2 hard sides,3
SMCR8_068,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAN068,Open,34.2575,-117.64123,801,Natural,0
SMCR8_474,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAN474,Open,34.24826,-117.62775,801,Natural,0
801SANT1x,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,801SANT1x,Open,33.70885,-117.61456,801,Natural,0
SMCR8_011,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Hard,NA,801SAR011,Urban,33.850751,-117.7835252,801,Soft bottom-2 hard sides,3
SMCR8_087,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAR087,Open,34.16287,-116.80945,801,Natural,0
SMCR8_110,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Hard,Earthen bounded by rip-rap/ grouted rock,801SAR110,Urban,33.96468,-117.46518,801,Soft bottom-1 hard side,2
SMCR8_124,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAR124,Open,34.12656,-117.07716,801,Natural,0
SMCR8_151,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Hard,Steep rip-rap sides confining river,Hard,Steep rip-rap sides confining river,801SAR151,Urban,33.98873,-117.39614,801,Soft bottom-2 hard sides,3
SMCR8_165,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801SAR165,Agricultural,33.96358,-117.47533,801,Soft bottom-0 hard sides,1
SMCR8_168,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAR168,Open,34.17865,-116.84726,801,Natural,0
SMCR8_334,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAR334,Open,34.18321,-116.8773,801,Natural,0
SMCR8_351,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SAR351,Urban,33.97295,-117.51806,801,Natural,0
SMCR8_528,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801SAR528,Urban,33.87273,-117.71305,801,Soft bottom-0 hard sides,1
801SAROCR,2017-06-21T07:00:00Z,"Rieman, Schliebe",Natural,NA,NA,NA,NA,NA,NA,801SAROCR,Urban,33.931667,-117.592222,801,Natural,0
801SCLCRx,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,801SCLCRx,Open,33.74792,-117.64125,801,Natural,0
SMCR8_178,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Hard,NA,801SDC178,Urban,33.6824,-117.81066,801,Soft bottom-2 hard sides,3
SMCR8_504,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Soft,NA,801SDC504,Urban,33.65657,-117.76426,801,Soft bottom-1 hard side,2
SMCR8_159,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801SJR159,Open,33.73904,-116.83089,802,Natural,0
SMCR8_071,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801STC071,Open,33.75347,-117.67887,801,Natural,0
SMCR8_142,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801STC142,Agricultural,33.77361,-117.68839,801,Natural,0
SMCR8_149,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801STC149,Open,33.76593,-117.67927,801,Natural,0
SMCR8_532,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Hard,NA,801STC532,Urban,33.77896,-117.83864,801,Soft bottom-2 hard sides,3
SMCR8_051,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801STW051,Open,33.99512,-117.15212,801,Natural,0
SMCR8_055,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801STW055,Urban,34.0396,-117.21973,801,Soft bottom-0 hard sides,1
SMCR8_208,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801STW208,Open,34.0023,-117.16428,801,Natural,0
SMCR8_258,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,801STW258,Agricultural,34.01399,-117.17834,801,Soft bottom-0 hard sides,1
SMCR8_613,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801STW613,Agricultural,33.98574,-117.13166,801,Natural,0
SMCR8_153,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801TMC153,Open,33.82397,-117.50602,801,Natural,0
SMCR8_162,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801TMW162,Urban,33.73786,-117.4173,801,Natural,0
801TSC887,2013-07-10T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,801TSC887,SMC_out,33.7644,-117.467003,801,Natural,0
SMCR8_106,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801WBC106,Open,34.15508,-116.88528,801,Natural,0
SMCR8_446,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801WCC446,Open,34.18543,-117.18567,801,Natural,0
801WE1008,2017-06-20T07:00:00Z,"Rieman, Schliebe",Natural,NA,NA,NA,NA,NA,NA,801WE1008,Open,34.18128,-116.91197,801,Natural,0
SMCR8_046,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801XXX046,Agricultural,33.79096,-117.71949,801,Natural,0
SMCR8_112,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801XXX112,Open,34.26148,-117.46974,801,Natural,0
SMCR8_118,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,801XXX118,Open,34.27906,-117.47566,801,Natural,0
SMCR8_259,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,bounded by bike trail,801XXX259,Agricultural,34.07638,-117.09505,801,Natural,0
SMCR8_305,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Hard,NA,801XXX305,Urban,33.70892,-117.80066,801,Soft bottom-2 hard sides,3
SMCR8_267,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802HYC267,Open,33.67606,-116.67871,802,Natural,0
SMCR8_496,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802HYC496,Open,33.68738,-116.68416,802,Natural,0
SMCR8_172,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802INC172,Open,33.78651,-116.8323,802,Natural,0
SMCR8_635,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802INC635,Open,33.80349,-116.78271,802,Natural,0
802M16985,2019-05-10T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,802M16985,Urban,33.67433,-117.26734,802,Natural,0
802M16999,2020-06-09T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,802M16999,Open,33.74334,-116.79215,802,Natural,0
802M17015,2020-06-08T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,802M17015,Open,33.73057,-116.80939,802,Natural,0
SMCR8_147,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802NJR147,Open,33.79427,-116.74714,802,Natural,0
SMCR8_163,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802NJR163,Open,33.79478,-116.74829,802,Natural,0
SMCR8_543,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802NJR543,Open,33.80281,-116.73208,802,Natural,0
SMCR8_243,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,802PVD243,Agricultural,33.82798,-117.20878,802,Soft bottom-0 hard sides,1
SMCR8_218,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802RB8218,Open,33.80978,-116.7403,802,Natural,0
SMCR8_688,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802RB8688,Open,33.75289,-116.70609,802,Natural,0
SMC09698,2020-06-10T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,802S09698,Open,33.7459,-116.70739,802,Natural,0
802S45233,2022-05-10T07:00:00Z,A. Furler,Natural,Soft,,NA,,NA,,802S45233,Open,33.76997,-116.77878,802,Natural,0
SMCR8_453,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SJC453,Open,33.73882,-116.82834,802,Natural,0
802SJN851,2014-04-10T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,802SJN851,Open,33.74022,-116.79492,802,Natural,0
SMCR8_116,1950-01-01T08:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Hard,NA,802SJR116,Urban,33.66396,-117.2787,802,Soft bottom-1 hard side,2
SMCR8_587,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SJR587,Open,33.72206,-116.80423,802,Natural,0
SMCR8_070,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SNC070,Open,33.77122,-116.7675,802,Natural,0
SMCR8_020,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SWC020,Open,33.76698,-116.6902,802,Natural,0
SMCR8_206,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SWC206,Open,33.73283,-116.74047,802,Natural,0
SMCR8_270,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SWC270,Open,33.72944,-116.74809,802,Natural,0
SMCR8_419,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SWC419,Open,33.74266,-116.71364,802,Natural,0
SMCR8_513,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,802SWC513,Open,33.71777,-116.76274,802,Natural,0
802WE0658,2022-06-16T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,802WE0658,Open,33.79824,-116.74831,802,Natural,0
845M10601,2022-05-04T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,845M10601,Urban,33.90791,-117.88829,845,Natural,0
845PS0011,2016-05-19T07:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,845PS0011,Urban,33.88053,-117.89742,845,Hard bottom,4
SMCR8_441,1950-01-01T08:00:00Z,Karin Wisenbaker,Engineered,Soft,NA,Hard,NA,Hard,NA,845RB8441,Urban,33.85423,-117.90065,845,Soft bottom-2 hard sides,3
845RB8633,1950-01-01T08:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,845RB8633,Urban,33.87181,-118.01959,845,Hard bottom,4
901ATCAAS,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901ATCAAS,Open,33.68264,-117.50159,901,Natural,0
901ATCDOS,1950-01-01T08:00:00Z,B. Fetscher,Engineered,Soft,assuming soft but could be concrete covered with sediment,Hard,roughened channel sides,Hard,roughened channel sides,901ATCDOS,Urban,33.49825,-117.66601,901,Soft bottom-2 hard sides,3
901ATCTCx,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901ATCTCx,Open,33.67478,-117.54708,901,Natural,0
901BCCBCT,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901BCCBCT,Open,33.56903,-117.56508,901,Natural,0
901BCCSRT,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901BCCSRT,Open,33.56422,-117.56369,901,Natural,0
901BELOLV,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901BELOLV,Open,33.6406,-117.5531,901,Natural,0
901CSCADC,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901CSCADC,Open,33.49366,-117.43071,901,Natural,0
901DCCDCx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901DCCDCx,Open,33.47108,-117.46461,901,Natural,0
901DCCSMC,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901DCCSMC,SMC_out,33.47303,-117.4659,901,Natural,0
901M14118,2015-04-30T07:00:00Z,Marty Lewis,Natural,NA,NA,NA,NA,NA,NA,901M14118,Urban,33.6098,-117.62739,901,Natural,0
901M14124,2015-06-23T07:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,901M14124,Urban,33.43535,-117.62556,901,Hard bottom,4
901M14126,2016-05-17T07:00:00Z,Brianna Jones,Natural,NA,NA,NA,NA,NA,NA,901M14126,Open,33.54743,-117.7223,901,Natural,0
901M14134,2016-04-25T07:00:00Z,Brianna Jones,Natural,NA,NA,NA,NA,NA,NA,901M14134,Urban,33.59231,-117.63283,901,Natural,0
901M14137,2017-06-20T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901M14137,Open,33.49418,-117.71659,901,Natural,0
901M14138,2017-06-20T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901M14138,Urban,33.57688,-117.63999,901,Natural,0
901M14145,2019-06-27T07:00:00Z,K. Wisenbaker,Engineered,Soft,Rock also,Hard,,Hard,,901M14145,Urban,33.48818,-117.66682,901,Soft bottom-2 hard sides,3
901M14149,2019-05-29T07:00:00Z,A. Wallengren,Natural,NA,,NA,,NA,,901M14149,Open,33.56754,-117.74812,901,Natural,0
901M14150,2020-05-21T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,901M14150,Urban,33.62338,-117.62511,901,Natural,0
901M14153,2020-06-02T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Hard,,Hard,,901M14153,Urban,33.48072,-117.67784,901,Soft bottom-2 hard sides,3
901M14155,2021-04-27T07:00:00Z,W. Willis,Natural,NA,,NA,,NA,,901M14155,Urban,33.62138,-117.60683,901,Natural,0
901M14169,2022-05-19T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,901M14169,SMC_out,33.57631,-117.74769,901,Natural,0
901M14170,2022-06-08T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,901M14170,Urban,33.56242,-117.65204,901,Natural,0
901NP9FLC,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901NP9FLC,Open,33.67583,-117.53655,901,Natural,0
901NP9LCC,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901NP9LCC,Open,33.62752,-117.42857,901,Natural,0
901PS0057,1950-01-01T08:00:00Z,Karin Wisenbaker,Engineered,Soft,NA,Soft,NA,Hard,NA,901PS0057,Urban,33.52977,-117.66957,901,Soft bottom-1 hard side,2
SMC00531,2022-04-19T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,901S00531,Open,33.55975,-117.772,901,Hard bottom,4
901SCCA74,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901SCCA74,Open,33.61854,-117.50955,901,Natural,0
901SJC74x,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901SJC74x,Urban,33.51917,-117.62372,901,Natural,0
901SJMS1x,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901SJMS1x,Open,33.58122,-117.52458,901,Natural,0
901SJOF1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901SJOF1x,Open,33.61633,-117.42717,901,Natural,0
901SJSJC9,1950-01-01T08:00:00Z,B. Fetscher,Engineered,Soft,assuming soft but could be concrete covered with sediment,Hard,concrete base but rocks piled or accumulated on top in places,Hard,concrete base but rocks piled or accumulated on top in places,901SJSJC9,Urban,33.48442,-117.67577,901,Soft bottom-2 hard sides,3
901SJSMT2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901SJSMT2,Open,33.5497,-117.39619,901,Natural,0
901SMCSMR,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,901SMCSMR,Open,33.42339,-117.53136,901,Natural,0
901TCSMP1,1950-01-01T08:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,901TCSMP1,Urban,33.63582,-117.61739,901,Natural,0
902ARO100,1950-01-01T08:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,902ARO100,Open,33.44415,-116.98729,902,Natural,0
902DLCDLM,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902DLCDLM,Agricultural,33.45958,-117.29053,902,Natural,0
902M18864,2015-05-06T07:00:00Z,Isham. B. Arthur. T. Rudolph. J.,Natural,NA,NA,NA,NA,NA,NA,902M18864,Agricultural,33.49207,-117.24653,902,Natural,0
902M18865,2021-06-10T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,902M18865,Agricultural,33.46728,-117.23022,902,Natural,0
902M18893,2017-05-18T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,902M18893,Open,33.45304,-117.17403,902,Natural,0
902M18901,2018-05-01T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,902M18901,Agricultural,33.49624,-117.20413,902,Natural,0
902M18909,2019-05-09T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,902M18909,Agricultural,33.46607,-117.19794,902,Natural,0
902M18917,2020-05-29T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,902M18917,Agricultural,33.49208,-117.24535,902,Natural,0
902M18929,2021-06-10T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,902M18929,Agricultural,33.46879,-117.22049,902,Natural,0
902M20161,2015-06-25T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,902M20161,Urban,33.4187,-117.14103,902,Natural,0
902M20173,2016-06-07T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,902M20173,Urban,33.40528,-117.18096,902,Natural,0
902M20237,2019-06-04T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,902M20237,Agricultural,33.40889,-117.21367,902,Natural,0
902M20273,2019-06-12T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,902M20273,Open,33.40282,-117.25509,902,Natural,0
902M20301,2020-06-24T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,902M20301,Open,33.42381,-117.20464,902,Natural,0
902M20333,2022-06-08T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,902M20333,Agricultural,33.41973,-117.24776,902,Natural,0
902RC0001,2021-06-03T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,902RC0001,Open,33.40906,-117.18733,902,Natural,0
902RCBWGR,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902RCBWGR,Open,33.40772,-117.2023,902,Natural,0
